n_obs,b1,b2,t,d,lim,n_pts,EU,EV,VarU,CovUV,VarV,EA,EB,VarA,CovAB,VarB
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.520675282614849,0.431395050384223,1.05462398918865,-0.00495813474141737,0.885192135650206,1.06223343877381,2.10150748796313,2.32351067025599,0.924178156886249,2.19492621263562
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
10000,0.1,0.1,0.2,1,0.5,10,0.425315336260763,0.501729371262306,1.21267423511689,0.0567763698406414,1.00242988821767,1.07252373542143,2.04179562428469,2.66696411252574,0.867671552735133,2.04284543689943
